customer_id,name,email,phone,location,signup_date,is_premium,preferred_cuisine,total_orders,average_rating
61dddc6a-90ee-44e2-a9d2-b9c46bb2de63,Kimberly Li,fisherjessica@example.org,561-552-9091,"7905 Raymond Parks
Heatherview, PA 93908",2024-10-08,True,Italian,45,1.29
d7d0f533-dde9-49f2-8cca-dbb41bdab1f6,Jennifer Robertson,thoward@example.com,+1-358-893-8668x7453,"958 Melissa Harbors
Port Todd, WI 05420",2024-03-05,True,American,13,3.23
820c26db-7d05-4975-a053-3ae6ec0f8ee8,Tina Brown,ryan84@example.net,7916358853,"01386 Lisa Street
Deborahshire, UT 55454",2023-04-03,True,Chinese,41,1.3
4ef5236a-ff91-4b40-bfc3-4f91245c738a,Catherine Campbell,williamsthomas@example.com,239-307-3499x5340,"87164 Fowler Wells Apt. 015
West Thomaston, GU 56861",2023-01-29,True,Indian,30,4.58
cc5aadbf-5f80-43a3-9867-fd712c21e7aa,Joseph Lopez,kscott@example.net,(539)515-6593,"58265 Odom Points
Port Amandaton, DC 57156",2022-12-18,True,Italian,25,2.92
8bb2be6c-24b2-4531-bc27-659562ed7cb5,Luke Banks,jshea@example.net,808.798.6502x876,"PSC 6114, Box 7015
APO AA 94190",2023-12-15,True,Chinese,27,3.06
1a209961-594f-486b-b9a1-71c072363647,Brady Barnes,kevin50@example.net,6915926039,"85923 Harvey Road
Jeremyfort, NJ 47818",2024-04-21,False,Indian,30,4.84
5b1bee59-6713-41d1-85c4-de7a937b7a47,Kelly Oliver,mark47@example.net,716-708-2180,"987 Moore Walk
North Larry, PW 44895",2023-11-29,False,Italian,33,4.58
3c8adc3a-b16d-4f5c-a966-72988911ff70,Sharon Mack,nicholas98@example.org,001-692-777-4853x353,"3007 Marc Extensions
Vanessashire, FL 45121",2024-02-07,True,Indian,23,2.39
8bb1c791-8d7f-40d3-be72-422f7fafa8b4,Miranda Solomon,millercory@example.org,282.459.3544,"31489 Amy Greens
Caseburgh, LA 54254",2022-12-24,False,Indian,14,3.24
f5e31a67-a451-48a9-a0fd-a17ac4fa40ee,Maurice Stanley,lindseycervantes@example.com,(806)317-2550x8048,"6478 Shaw Drive Apt. 447
Jakeport, CA 63189",2024-07-07,False,Indian,32,2.21
1df14ce5-b594-46e7-8911-927e6d406b93,John Hays,karen38@example.com,7437549841,"770 Anderson Loop
East Pamelabury, MP 23284",2023-02-19,False,Italian,33,3.39
a0a983d9-80cc-4be4-a5c2-5d854f92eaca,Jade Juarez,harperlauren@example.net,306-699-7405x36769,"40936 Tammy Gateway
Judymouth, ND 25646",2024-07-26,False,American,5,3.64
fda1a421-3e3f-443e-b94e-b0c0026703fc,Amy White,gatesvincent@example.net,3102460201,"9428 Eric Grove
North Raymond, WY 52721",2023-02-19,True,Mexican,16,3.73
33797c35-c6ef-4d02-929b-c85a16675bdd,Michael Espinoza,heidi65@example.org,791.391.0565,"630 Michelle Turnpike Suite 769
South Scottton, KY 22401",2022-12-12,False,Chinese,21,2.15
6987ff88-0f19-434d-96a0-2ffda8f03f8e,Eric Anderson,kmorris@example.net,210-680-0612x99897,"93587 Johnson Haven
Hansonshire, DE 85874",2023-10-05,True,Chinese,24,4.26
21a04a39-f319-48f3-b559-bf6079540c0b,Jean Flores,alyssa34@example.org,(271)742-6844x923,"6433 Joseph Expressway
North Patriciaberg, MD 26866",2024-02-01,False,American,25,3.37
e3ec0aaa-c860-40f9-9528-9d4c8f1e780b,Misty Crosby,craig17@example.com,(445)807-7394,"119 Davis Avenue
East Christine, OK 30656",2024-09-22,True,Chinese,2,2.23
07507c8e-6c7b-4bdf-8ab9-f144efa60d8c,Nicholas Nichols,patriciamorgan@example.org,001-372-585-4562,"609 Melissa Port
North Christopherchester, MI 88557",2023-05-18,True,Chinese,11,4.3
4b704624-5577-47eb-8821-c8d8f667d8b2,Carrie Mclean,heather68@example.com,001-588-472-2489,"Unit 1502 Box 4928
DPO AP 46313",2024-10-06,False,Italian,9,3.19
949a4d96-90d9-4fa3-8593-8f553095c1b3,Dennis Edwards,jameshannah@example.net,3689155860,"673 Amy Views Apt. 683
Millerburgh, KY 36353",2024-09-02,False,Mexican,26,1.53
f82e345f-40dc-4ac5-a8ac-7855b6c54cbf,David Hale,yduncan@example.org,569-893-7381,"Unit 8634 Box 9982
DPO AE 48583",2023-11-11,True,Italian,45,3.21
f6cbed90-8aa4-40ee-a0bf-2a7b9d249024,Taylor Jones,elizabethrose@example.org,(625)362-7329x252,"905 Matthew Cape
West Jameshaven, VT 10938",2024-10-11,False,Italian,44,1.65
1813d5cc-73a9-4f78-b279-d559d39a7dfe,Heidi Ayala,robin34@example.org,(752)599-6901,"005 Eric Crescent
Jillberg, AS 62553",2023-04-22,False,Indian,48,2.23
7ca9a85b-1be5-4395-8033-54c2f8e508b2,Lisa Prince,ogonzales@example.org,+1-468-497-9233,"PSC 2067, Box 0570
APO AA 68799",2024-04-10,True,Chinese,46,3.56
225658d6-13f9-4040-b76b-b1767f85a203,Michelle Arnold,jnavarro@example.com,250.807.1311x418,"7086 John Cliffs Apt. 953
Wrightport, MS 34831",2023-06-29,False,Mexican,19,3.83
10abb201-280d-47b1-81db-c2675d37ceae,Kristen Wall,christine36@example.org,996-264-6658x10071,"434 Roberts Shore
Lewisborough, NE 81070",2023-12-19,True,Mexican,41,3.85
2e5f8d0e-054f-4f92-aebf-c68289874d72,Alicia Hawkins,pittmanmaureen@example.com,7928867752,"550 Gonzalez Prairie
Jenniferburgh, GA 12446",2024-10-17,True,American,37,1.97
a58e1bee-2cfd-4af6-b269-9ca32efbb01a,Dustin Martinez,jpatel@example.com,2735242464,"19475 Vanessa Valleys Suite 599
Edwardville, VI 52964",2023-10-13,True,American,29,4.14
501f5402-f699-4c7a-8b92-4e2ecf3280bc,Scott Martin,bturner@example.org,+1-367-589-3801x647,"13887 Cabrera Underpass Suite 988
West Edward, ME 22708",2023-11-22,False,Mexican,3,2.43
820dfc6a-67ed-44f3-ab3f-63885c999966,Amanda Cameron,jordancheryl@example.net,001-829-437-9764x954,"9973 Kimberly Gateway Suite 101
Lindseyside, LA 38533",2023-06-15,False,Chinese,19,3.83
3e2be0d1-3abe-4ab2-bbd0-c8119e30a948,Kelly Ellis,stevenstokes@example.com,281.367.4584x79393,"98262 Avery Ville
South Michael, LA 60675",2023-10-24,False,Indian,46,3.09
d1cdba5e-de0e-4bb8-8ba5-4d181b46fa1c,Joel Rios,jirwin@example.org,001-867-662-2407,"3254 Kathryn Row Apt. 947
New Kyleshire, RI 97441",2023-11-03,False,Indian,46,2.92
df5338f3-a92d-4e04-a0ba-75e9bf80e9d7,Christie Mitchell,stacey88@example.net,(445)389-6609x371,"77901 William Route
Bensonport, LA 98872",2024-02-01,True,Italian,36,3.76
f1260150-652f-4229-b91d-7c8661ca1d82,Marc Christian,matthewhouston@example.org,766.645.4717x451,"Unit 7549 Box 6174
DPO AP 98576",2024-07-09,True,Italian,16,4.78
d132c1f9-47f4-4abc-bee3-e6c3b663a996,David Vasquez,kellycross@example.net,788.398.5059,"23349 Travis Springs Suite 663
Gordonmouth, MI 72811",2023-11-25,True,Indian,49,1.77
20fb0e0a-764e-49c8-a1cc-50131956f0f4,Deborah Jackson,rmunoz@example.net,882.431.9736,"PSC 0001, Box 0811
APO AE 15864",2024-08-19,False,American,36,1.63
06687583-d518-49b0-aa1e-6127f4c368ad,Nathan Carter,hintonphilip@example.org,4163509224,"4397 Brittany Turnpike
Scottborough, PR 84853",2023-02-28,True,Mexican,20,1.54
3160c53e-2f7b-4a80-bd4b-7e18777d6837,Ryan Maxwell,grahamzachary@example.org,+1-280-927-0749x0240,"643 Lane Plain
Davidton, KS 49965",2024-01-28,False,Chinese,41,4.18
009d7765-f3f9-4591-b91d-9b80148da569,Michelle Luna,ashley65@example.com,(621)940-6181x28383,"18915 Jennings Prairie
Millerburgh, MH 37787",2023-04-07,False,American,44,2.83
150c970e-cba4-403f-a750-6d591e42897a,Gregory Tran,jonesalyssa@example.org,436-440-8508x205,"75720 Brown Turnpike Suite 901
Christinefort, MN 04003",2024-07-13,False,Chinese,30,4.87
66f6c64a-5edd-4284-baed-09eed33b85fc,Juan Beasley,ganderson@example.org,001-800-534-9743,"151 David Bridge
New Christinefurt, GA 11332",2024-06-27,False,Italian,49,4.72
b1f81226-4b4e-4daf-8284-cea9ebb03e0b,Anthony Sweeney,fowlerandrea@example.net,(838)828-4640x0840,"9817 Kyle Shore
Patriciaville, HI 51877",2023-08-28,True,Italian,13,1.31
1e3ab28c-1907-4e50-a7b8-a8072126cdfc,Jill Estrada,theresanguyen@example.com,714-392-2932x6936,"15719 Megan Club
East Michelletown, DC 54053",2023-03-18,True,Chinese,46,2.62
89d15533-c9a0-4429-a048-e1f9c116952c,Nancy Vasquez,vjefferson@example.org,001-777-610-5415x376,"6704 Alexandra Garden
Jacksonfort, OH 36245",2023-08-25,False,Italian,14,3.44
28886c09-fa26-4fe6-82d3-cb35d960ca14,Felicia Phillips,stephenbrown@example.net,7369368473,"475 Collins Oval Apt. 316
Castilloview, FL 23493",2024-06-12,True,Indian,34,1.55
68acfd1e-5618-4b98-a829-355e637762e6,John Thomas,cynthiamayer@example.com,(309)319-7114,"37813 Lucas Common Apt. 569
Natashamouth, OK 80481",2023-07-26,False,Chinese,33,3.49
